date,max_temp,min_temp,avg_temp
2026-07-24,35.8,25.6,30.7
2026-07-25,39.5,24.9,32.2
2026-07-26,33.4,23.7,28.549999999999997
2026-07-27,34.7,22.4,28.55
2026-07-28,36.6,21.6,29.1
2026-07-29,37.9,23.9,30.9
2026-07-30,38.2,24.7,31.450000000000003
2026-07-31,37.2,23.6,30.400000000000002
